Code	Municipio	Depto	Censo electoral 	Participación/Total votación 	Abstención	Ganador	Votos Válidos (departamental)	Alianza Verde	Cambio Radical	Centro Democrático	Partido Conservador	FARC	Partido Liberal	Opción Ciudadana	MIRA	Polo Democrático Alternativo	Partido de la U	Somos	Unión Patriótica	MAIS	AICO	ASI	GSC Colombia Justa Libres	GSC Movimiento de Integración Regional	Todos Somos Colombia	Coalición Verde-Polo	Coalición Verde-Polo-UP	Coalición Verde-Polo-ASI	Coalición ASI-Verde-UP	Coalición Lista de la Decencia (ASI-UP-MAIS)	Coalición Lista de la Decencia (UP-MAIS)	Voto en Blanco 	Ganador 	Votos Válidos (Indigena)	ANICOL	Autoridad Tradicional Casiyouren	Fundación Taita Zipa	MAIS	AICO	UAIZSACOR	Voto en Blanco (Indígena)	Ganador	Votos Válidos (Afrodescendientes)	C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	C.C. Ancestral De Comunidades Negras Playa Renaciente	C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	C.C. De La Comunidad Negra De La Plata Bahía Málaga	C.C. De Los Corregimientos De San Antonio Y El Castillo	C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	Consejo Comunitario Bocas Del Atrato Y Leoncito	Consejo Comunitario De Alejandro Duran Diaz	Consejo Comunitario De Comunidades Negras Obatala	Consejo Comunitario De Comunidades Negras Santo Domingo	Consejo Comunitario De La Comunidad Negra De Limones	Consejo Comunitario De Las Baras	Consejo Comunitario Del Rio Yurumangui	Consejo Comunitario Imbilpi Del Carmen	Consejo Comunitario La Mamuncia	Consejo Comunitario Los Andes	Consejo Comunitario Ma Kankamana De San Basilio De Palenque	Consejo Comunitario Mayor De Certegui	Consejo Comunitario Renacer Negro	Consejo Comunitario Tablon Salado	Consejo Comunitario Veredas Unidas Un Bien Común	Corporación Poder Ciudadano	Cuenca Del Rio Iscuande	Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	Kusuto Magende Cokumalu De Luruaco	Todos Somos Colombia	Org. Social De Comunidades Negras "Nelson Mandela"	Voto en Blanco 	Votos Válidos (todas las circunscripciones)	Votos Inválidos	Tarjetones No Marcados	Nulos 	%Participación electoral 	%Abstención	%Alianza Verde	%Cambio Radical	%Centro Democrático	%Partido Conservador	%FARC	%Partido Liberal	%Opción Ciudadana	%MIRA	%Polo Democrático Alternativo	%Partido de la U	%Somos	%Unión Patriótica	%MAIS	%AICO	%ASI	%Todos Somos Colombia	%GSC Colombia Justa Libres	%GSC Movimiento de Integración Regional	%Coalición Verde-Polo	%Coalición Verde-Polo-UP	%Coalición Verde-Polo-ASI	%Coalición ASI-Verde-UP	%Coalición Lista de la Decencia (ASI-UP-MAIS)	%Coalición Lista de la Decencia (UP-MAIS)	%Voto en Blanco 	%Votos Válidos (Indigena)	%ANICOL	%Autoridad Tradicional Casiyouren	%Fundación Taita Zipa	%MAIS	%AICO	%UAIZSACOR	%Voto en Blanco (Indígena)	%Votos Válidos (Afrodescendientes)	%C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	%C.C. Ancestral De Comunidades Negras Playa Renaciente	%C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	%C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	%C.C. De La Comunidad Negra De La Plata Bahía Málaga	%C.C. De Los Corregimientos De San Antonio Y El Castillo	%C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	%Consejo Comunitario Bocas Del Atrato Y Leoncito	%Consejo Comunitario De Alejandro Duran Diaz	%Consejo Comunitario De Comunidades Negras Obatala	%Consejo Comunitario De Comunidades Negras Santo Domingo	%Consejo Comunitario De La Comunidad Negra De Limones	%Consejo Comunitario De Las Baras	%Consejo Comunitario Del Rio Yurumangui	%Consejo Comunitario Imbilpi Del Carmen	%Consejo Comunitario La Mamuncia	%Consejo Comunitario Los Andes	%Consejo Comunitario Ma Kankamana De San Basilio De Palenque	%Consejo Comunitario Mayor De Certegui	%Consejo Comunitario Renacer Negro	%Consejo Comunitario Tablon Salado	%Consejo Comunitario Veredas Unidas Un Bien Común	%Corporación Poder Ciudadano	%Cuenca Del Rio Iscuande	%Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	%Kusuto Magende Cokumalu De Luruaco	%Todos Somos Colombia	%Org. Social De Comunidades Negras "Nelson Mandela"	%Voto en Blanco 	%Votos Válidos (todas las circunscripciones)	%Votos Inválidos	%Tarjetones No Marcados	%Nulos 
68001	Bucaramanga	Santander	499506	249087	250419	Partido Liberal	209348		14978	46189	13054	1535	55768	8341	5470		4246	4484			5384							31170				18729	Voto en Blanco 	6277	81	27	41	674	320	31	5103	Voto en Blanco 	5397	23	26	88	11	13	40	13	22	29	19	16	20	20	39	36	315	37	13	84	25	17	27	50	24	36	13	98	14	4229	221022	28065	4812	23253	49.9%	50.1%	0.0%	7.2%	22.1%	6.2%	0.7%	26.6%	4.0%	2.6%	0.0%	2.0%	2.1%	0.0%	0.0%	2.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	14.9%	0.0%	0.0%	0.0%	8.9%	2.5%	1.3%	0.4%	0.7%	10.7%	5.1%	0.5%	81.3%	2.2%	0.4%	0.5%	1.6%	0.2%	0.2%	0.7%	0.2%	0.4%	0.5%	0.4%	0.3%	0.4%	0.4%	0.7%	0.7%	5.8%	0.7%	0.2%	1.6%	0.5%	0.3%	0.5%	0.9%	0.4%	0.7%	0.2%	1.8%	0.3%	78.4%	88.7%	11.3%	1.9%	9.3%
68013	Aguada	Santander	1529	838	691	Partido Liberal	717		23	45	214	1	398	15			3	1										3				14	Voto en Blanco 	27	3	0	0	1	2	0	21	Voto en Blanco 	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10	756	82	39	43	54.8%	45.2%	0.0%	3.2%	6.3%	29.8%	0.1%	55.5%	2.1%	0.0%	0.0%	0.4%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	2.0%	3.2%	11.1%	0.0%	0.0%	3.7%	7.4%	0.0%	77.8%	1.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	83.3%	90.2%	9.8%	4.7%	5.1%
68020	Albania	Santander	3368	1385	1983	Partido Liberal	1163		108	205	48	4	603	117	13		6	6			1							5				47	Voto en Blanco 	22	0	0	0	5	0	0	17	Voto en Blanco 	22	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	16	1207	178	79	99	41.1%	58.9%	0.0%	9.3%	17.6%	4.1%	0.3%	51.8%	10.1%	1.1%	0.0%	0.5%	0.5%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	4.0%	1.6%	0.0%	0.0%	0.0%	22.7%	0.0%	0.0%	77.3%	1.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.1%	0.0%	0.0%	0.0%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	0.0%	4.5%	0.0%	72.7%	87.1%	12.9%	5.7%	7.1%
68051	Aratoca	Santander	6602	3306	3296	Partido Liberal	2637		157	655	144	12	1207	178	5		75	7			11							65				121	Voto en Blanco 	76	0	0	0	1	0	0	75	Voto en Blanco 	52	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2	1	1	1	2	0	2	2	0	0	1	3	1	31	2765	541	206	335	50.1%	49.9%	0.0%	6.0%	24.8%	5.5%	0.5%	45.8%	6.8%	0.2%	0.0%	2.8%	0.3%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5%	0.0%	0.0%	0.0%	4.6%	2.3%	0.0%	0.0%	0.0%	1.3%	0.0%	0.0%	98.7%	1.6%	1.9%	0.0%	0.0%	1.9%	0.0%	1.9%	0.0%	0.0%	0.0%	1.9%	0.0%	0.0%	1.9%	0.0%	0.0%	3.8%	1.9%	1.9%	1.9%	3.8%	0.0%	3.8%	3.8%	0.0%	0.0%	1.9%	5.8%	1.9%	59.6%	83.6%	16.4%	6.2%	10.1%
68077	Barbosa	Santander	24922	11538	13384	Partido Liberal	9137		1590	1016	1531	87	2115	362	659		191	247			63							356				920	Voto en Blanco 	412	3	1	3	47	2	2	354	Voto en Blanco 	312	0	2	1	0	0	2	1	0	1	0	3	1	2	0	4	27	1	2	8	0	1	2	1	1	2	0	10	0	240	9861	1677	363	1314	46.3%	53.7%	0.0%	17.4%	11.1%	16.8%	1.0%	23.1%	4.0%	7.2%	0.0%	2.1%	2.7%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.9%	0.0%	0.0%	0.0%	10.1%	3.6%	0.7%	0.2%	0.7%	11.4%	0.5%	0.5%	85.9%	2.7%	0.0%	0.6%	0.3%	0.0%	0.0%	0.6%	0.3%	0.0%	0.3%	0.0%	1.0%	0.3%	0.6%	0.0%	1.3%	8.7%	0.3%	0.6%	2.6%	0.0%	0.3%	0.6%	0.3%	0.3%	0.6%	0.0%	3.2%	0.0%	76.9%	85.5%	14.5%	3.1%	11.4%
68079	Barichara	Santander	6451	3451	3000	Partido Liberal	2993		180	627	142	17	1414	66	28		52	18			22							218				209	Voto en Blanco 	77	0	0	0	3	2	1	71	Voto en Blanco 	46	0	1	1	0	0	0	1	0	0	1	0	2	0	0	0	1	2	1	1	0	0	1	1	0	0	0	0	0	33	3116	335	101	234	53.5%	46.5%	0.0%	6.0%	20.9%	4.7%	0.6%	47.2%	2.2%	0.9%	0.0%	1.7%	0.6%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.3%	0.0%	0.0%	0.0%	7.0%	2.2%	0.0%	0.0%	0.0%	3.9%	2.6%	1.3%	92.2%	1.3%	0.0%	2.2%	2.2%	0.0%	0.0%	0.0%	2.2%	0.0%	0.0%	2.2%	0.0%	4.3%	0.0%	0.0%	0.0%	2.2%	4.3%	2.2%	2.2%	0.0%	0.0%	2.2%	2.2%	0.0%	0.0%	0.0%	0.0%	0.0%	71.7%	90.3%	9.7%	2.9%	6.8%
68081	Barrancabermeja	Santander	170054	82508	87546	Partido Liberal	65166		12072	7828	3503	978	19217	3968	2552		1995	1049			459							6969				4576	Voto en Blanco 	2441	24	10	12	556	68	17	1754	Voto en Blanco 	2274	10	22	10	15	8	20	4	14	25	9	4	11	13	76	13	279	13	8	51	19	10	15	10	14	18	6	65	7	1505	69881	12627	2817	9810	48.5%	51.5%	0.0%	18.5%	12.0%	5.4%	1.5%	29.5%	6.1%	3.9%	0.0%	3.1%	1.6%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	10.7%	0.0%	0.0%	0.0%	7.0%	3.0%	1.0%	0.4%	0.5%	22.8%	2.8%	0.7%	71.9%	2.8%	0.4%	1.0%	0.4%	0.7%	0.4%	0.9%	0.2%	0.6%	1.1%	0.4%	0.2%	0.5%	0.6%	3.3%	0.6%	12.3%	0.6%	0.4%	2.2%	0.8%	0.4%	0.7%	0.4%	0.6%	0.8%	0.3%	2.9%	0.3%	66.2%	84.7%	15.3%	3.4%	11.9%
68092	Betulia	Santander	4377	2113	2264	Partido Liberal	1720		160	520	111	9	574	59	12		31	12			27							80				125	Voto en Blanco 	52	0	0	0	0	0	0	52	Voto en Blanco 	46	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	1	0	1	0	0	0	0	0	1	2	1	31	1818	295	82	213	48.3%	51.7%	0.0%	9.3%	30.2%	6.5%	0.5%	33.4%	3.4%	0.7%	0.0%	1.8%	0.7%	0.0%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.7%	0.0%	0.0%	0.0%	7.3%	2.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	2.2%	0.0%	4.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.7%	0.0%	6.5%	0.0%	2.2%	0.0%	2.2%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2%	4.3%	2.2%	67.4%	86.0%	14.0%	3.9%	10.1%
68101	Bolívar	Santander	8394	3967	4427	Partido Conservador	3432		350	117	2157	37	534	97	21		10	12			13							27				57	Voto en Blanco 	43	0	1	1	0	0	1	40	Voto en Blanco 	34	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	8	1	1	2	0	0	0	1	1	0	0	2	0	16	3509	458	151	307	47.3%	52.7%	0.0%	10.2%	3.4%	62.8%	1.1%	15.6%	2.8%	0.6%	0.0%	0.3%	0.3%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	1.7%	1.1%	0.0%	2.3%	2.3%	0.0%	0.0%	2.3%	93.0%	0.9%	0.0%	2.9%	0.0%	0.0%	0.0%	2.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	23.5%	2.9%	2.9%	5.9%	0.0%	0.0%	0.0%	2.9%	2.9%	0.0%	0.0%	5.9%	0.0%	47.1%	88.5%	11.5%	3.8%	7.7%
68121	Cabrera	Santander	1636	977	659	Partido Liberal	914		47	127	199	2	504	10	5		3	2			1							5				9	Voto en Blanco 	5	0	0	0	0	0	0	5	Voto en Blanco 	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	4	929	48	21	27	59.7%	40.3%	0.0%	5.1%	13.9%	21.8%	0.2%	55.1%	1.1%	0.5%	0.0%	0.3%	0.2%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	1.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	20.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	10.0%	10.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	20.0%	0.0%	40.0%	95.1%	4.9%	2.1%	2.8%
68132	California	Santander	1678	878	800	Partido Liberal	741		42	215	111	2	249	8	12		11	7			4							21				59	Voto en Blanco 	26	0	0	0	0	0	0	26	Voto en Blanco 	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	782	96	27	69	52.3%	47.7%	0.0%	5.7%	29.0%	15.0%	0.3%	33.6%	1.1%	1.6%	0.0%	1.5%	0.9%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	8.0%	3.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	1.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	93.3%	89.1%	10.9%	3.1%	7.9%
68147	Capitanejo	Santander	4926	2396	2530	Centro Democrático	2078		50	832	519	5	299	231	36		8	5										34				59	Voto en Blanco 	30	0	0	0	1	0	1	28	Voto en Blanco 	25	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	17	2133	263	100	163	48.6%	51.4%	0.0%	2.4%	40.0%	25.0%	0.2%	14.4%	11.1%	1.7%	0.0%	0.4%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6%	0.0%	0.0%	0.0%	2.8%	1.3%	0.0%	0.0%	0.0%	3.3%	0.0%	3.3%	93.3%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.0%	0.0%	4.0%	0.0%	0.0%	0.0%	4.0%	0.0%	0.0%	0.0%	4.0%	0.0%	4.0%	0.0%	0.0%	4.0%	0.0%	4.0%	0.0%	0.0%	68.0%	89.0%	11.0%	4.2%	6.8%
68152	Carcasí	Santander	3676	1715	1961	Centro Democrático	1496		99	553	81	2	464	201	11		5	15			1							26				38	Voto en Blanco 	12	0	0	0	0	0	0	12	Voto en Blanco 	12	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	6	1520	195	77	118	46.7%	53.3%	0.0%	6.6%	37.0%	5.4%	0.1%	31.0%	13.4%	0.7%	0.0%	0.3%	1.0%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.7%	0.0%	0.0%	0.0%	2.5%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	0.7%	0.0%	0.0%	0.0%	8.3%	0.0%	0.0%	0.0%	0.0%	8.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	8.3%	0.0%	0.0%	16.7%	0.0%	0.0%	0.0%	0.0%	0.0%	50.0%	88.6%	11.4%	4.5%	6.9%
68160	Cepitá	Santander	1853	1120	733	Partido Liberal	976		60	187	20	2	569	43	4		4	3			3							50				31	Voto en Blanco 	9	0	0	0	0	0	0	9	Voto en Blanco 	9	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	994	126	69	57	60.4%	39.6%	0.0%	6.1%	19.2%	2.0%	0.2%	58.3%	4.4%	0.4%	0.0%	0.4%	0.3%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.1%	0.0%	0.0%	0.0%	3.2%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	22.2%	0.0%	0.0%	0.0%	11.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	11.1%	0.0%	0.0%	11.1%	0.0%	0.0%	0.0%	0.0%	0.0%	44.4%	88.8%	11.3%	6.2%	5.1%
68162	Cerrito	Santander	4826	2543	2283	Partido Liberal	2124		216	254	48	4	1263	83	8		86				4							63				95	Voto en Blanco 	38	0	0	0	0	1	0	37	Voto en Blanco 	35	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	26	2197	346	118	228	52.7%	47.3%	0.0%	10.2%	12.0%	2.3%	0.2%	59.5%	3.9%	0.4%	0.0%	4.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0%	0.0%	0.0%	0.0%	4.5%	1.5%	0.0%	0.0%	0.0%	0.0%	2.6%	0.0%	97.4%	1.4%	0.0%	2.9%	2.9%	0.0%	5.7%	0.0%	0.0%	0.0%	2.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.9%	0.0%	2.9%	0.0%	74.3%	86.4%	13.6%	4.6%	9.0%
68167	Charalá	Santander	9696	4516	5180	Partido Liberal	3782		211	671	303	15	1152	823	99		26	22			27							248				185	Voto en Blanco 	92	0	1	2	5	0	0	84	Voto en Blanco 	95	0	1	1	2	0	0	0	0	1	1	0	0	1	0	2	8	2	0	1	0	0	2	0	12	0	0	0	0	61	3969	547	176	371	46.6%	53.4%	0.0%	5.6%	17.7%	8.0%	0.4%	30.5%	21.8%	2.6%	0.0%	0.7%	0.6%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.6%	0.0%	0.0%	0.0%	4.9%	2.0%	0.0%	1.1%	2.2%	5.4%	0.0%	0.0%	91.3%	2.1%	0.0%	1.1%	1.1%	2.1%	0.0%	0.0%	0.0%	0.0%	1.1%	1.1%	0.0%	0.0%	1.1%	0.0%	2.1%	8.4%	2.1%	0.0%	1.1%	0.0%	0.0%	2.1%	0.0%	12.6%	0.0%	0.0%	0.0%	0.0%	64.2%	87.9%	12.1%	3.9%	8.2%
68169	Charta	Santander	3457	2286	1171	Partido Liberal	2099		135	221	307	7	1178	102	21		18	9			18							31				52	Voto en Blanco 	12	0	0	0	1	0	0	11	Voto en Blanco 	15	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	10	2126	160	49	111	66.1%	33.9%	0.0%	6.4%	10.5%	14.6%	0.3%	56.1%	4.9%	1.0%	0.0%	0.9%	0.4%	0.0%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.5%	0.0%	0.0%	0.0%	2.5%	0.5%	0.0%	0.0%	0.0%	8.3%	0.0%	0.0%	91.7%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	6.7%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	66.7%	93.0%	7.0%	2.1%	4.9%
68176	Chima	Santander	2406	1265	1141	Partido Liberal	1014		95	138	47	4	644	18	13			2			7							8				38	Voto en Blanco 	19	0	0	0	0	0	0	19	Voto en Blanco 	20	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	15	1053	212	127	85	52.6%	47.4%	0.0%	9.4%	13.6%	4.6%	0.4%	63.5%	1.8%	1.3%	0.0%	0.0%	0.2%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	3.7%	1.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	1.6%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	10.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	75.0%	83.2%	16.8%	10.0%	6.7%
68179	Chipatá	Santander	4396	2362	2034	Partido Liberal	2169		113	45	196	44	1631	14	21		9	5			2							39				50	Voto en Blanco 	23	0	0	0	0	1	0	22	Voto en Blanco 	15	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	2207	155	55	100	53.7%	46.3%	0.0%	5.2%	2.1%	9.0%	2.0%	75.2%	0.6%	1.0%	0.0%	0.4%	0.2%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.8%	0.0%	0.0%	0.0%	2.3%	1.0%	0.0%	0.0%	0.0%	0.0%	4.3%	0.0%	95.7%	0.6%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	80.0%	93.4%	6.6%	2.3%	4.2%
68190	Cimitarra	Santander	28843	12693	16150	Partido Liberal	10603		528	1448	598	32	6885	240	105		134	68			32							223				310	Voto en Blanco 	195	1	0	1	13	4	3	173	Voto en Blanco 	207	2	2	3	2	2	4	0	1	5	2	1	0	5	0	1	28	2	1	7	2	3	2	7	1	1	1	4	0	118	11005	1688	565	1123	44.0%	56.0%	0.0%	5.0%	13.7%	5.6%	0.3%	64.9%	2.3%	1.0%	0.0%	1.3%	0.6%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.1%	0.0%	0.0%	0.0%	2.9%	1.5%	0.5%	0.0%	0.5%	6.7%	2.1%	1.5%	88.7%	1.6%	1.0%	1.0%	1.4%	1.0%	1.0%	1.9%	0.0%	0.5%	2.4%	1.0%	0.5%	0.0%	2.4%	0.0%	0.5%	13.5%	1.0%	0.5%	3.4%	1.0%	1.4%	1.0%	3.4%	0.5%	0.5%	0.5%	1.9%	0.0%	57.0%	86.7%	13.3%	4.5%	8.8%
68207	Concepción	Santander	4960	2463	2497	Partido Liberal	2101		71	188	26	6	1587	20	3		11	21			4							22				142	Voto en Blanco 	50	1	0	1	1	4	1	42	Voto en Blanco 	42	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	35	2193	270	57	213	49.7%	50.3%	0.0%	3.4%	8.9%	1.2%	0.3%	75.5%	1.0%	0.1%	0.0%	0.5%	1.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	6.8%	2.0%	2.0%	0.0%	2.0%	2.0%	8.0%	2.0%	84.0%	1.7%	0.0%	7.1%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4%	0.0%	0.0%	2.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4%	0.0%	83.3%	89.0%	11.0%	2.3%	8.6%
68209	Confines	Santander	2433	1300	1133	Partido Liberal	1126		66	316	186	1	381	51	26		8	5			5							30				51	Voto en Blanco 	20	0	0	0	0	0	0	20	Voto en Blanco 	22	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	17	1168	132	39	93	53.4%	46.6%	0.0%	5.9%	28.1%	16.5%	0.1%	33.8%	4.5%	2.3%	0.0%	0.7%	0.4%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7%	0.0%	0.0%	0.0%	4.5%	1.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	1.7%	0.0%	4.5%	0.0%	0.0%	4.5%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.5%	0.0%	0.0%	0.0%	4.5%	0.0%	0.0%	0.0%	77.3%	89.8%	10.2%	3.0%	7.2%
68211	Contratación	Santander	2932	1481	1451	Partido Liberal	1131		145	144	140	13	432	20	9		4	26			9							31				158	Voto en Blanco 	75	0	0	1	1	1	0	72	Voto en Blanco 	46	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	42	1252	229	100	129	50.5%	49.5%	0.0%	12.8%	12.7%	12.4%	1.1%	38.2%	1.8%	0.8%	0.0%	0.4%	2.3%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7%	0.0%	0.0%	0.0%	14.0%	5.1%	0.0%	0.0%	1.3%	1.3%	1.3%	0.0%	96.0%	3.1%	0.0%	0.0%	0.0%	0.0%	2.2%	2.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2%	0.0%	0.0%	91.3%	84.5%	15.5%	6.8%	8.7%
