Code	Municipio	Depto	Censo electoral	Participación/Total votos	Abstención	Ganador	Votos válidos (departamental)	100% Colombia	AICO	ASI	Alianza Verde	Blanco por la Paz	Cambio Radical	Centro Democrático	MIRA	Movimiento de Integración Regional	Partido Conservador	Partido de la U	Partido Liberal	Polo Democrático Alternativo	Por un Huila Mejor	Opción Ciudadana	Unión Patriótica	Voto en blanco (departamental)	Ganador	Votos válidos (Indígenas)	AICO	AIMAC	Embera Chami - Dache Agora Drua	MAIS	Movimiento CS	MUIPC	OPIC	Renovación Étnica "Raíces"	Vía Nueva	Voto en blanco (Indígenas)	Ganador	Votos válidos (Afros)	Afrocolombianos en Acción	Afroétnicos	AFRODMAM	AFROMINGA	AFROVIDES	ASOCONEGUA	ASODEPORTES	ASOPRA	C.C. San Antonio y EL Castillo	CORMANDELA	CORPOSINPAC	E.A.T. Botica Comunitaria 	ESAFRO	F. Desarrollo Cuenca del Pacífico	FORFUTURO	FUNCULCOSTA	FUNDAIN	FUNDECH	FUNDIAFRO	FUNECO	FUNPROESAT	Los Palenkes Bellavista	MACOAS	MIO	Poder Ciudadano	SI SE PUEDE	OECA	Únete	Vides y sus Niches	Voto en blanco (Afros)	Votos válidos (todas las circunscripciones)	Votos inválidos	Votos Nulos	Tarjetones No Marcados	%Participación	%Abstención	%Votos válidos (departamental)	%100% Colombia	%AICO	%ASI	%Alianza Verde	%Blanco por la Paz	%Cambio Radical	%Centro Democrático	%MIRA	%Movimiento de Integración Regional	%Partido Conservador	%Partido de la U	%Partido Liberal	%Polo Democrático Alternativo	%Por un Huila Mejor	%Opción Ciudadana	%Unión Patriótica	%Voto en blanco (departamental)	%Votos válidos (Indígenas)	%AICO	%AIMAC	%Embera Chami - Dache Agora Drua	%MAIS	%Movimiento CS	%MUIPC	%OPIC	%Renovación Étnica "Raíces"	%Vía Nueva	%Voto en blanco (Indígenas)	%Votos válidos (Afros)	%Afrocolombianos en Acción	%Afroétnicos	%AFRODMAM	%AFROMINGA	%AFROVIDES	%ASOCONEGUA	%ASODEPORTES	%ASOPRA	%C.C. San Antonio y EL Castillo	%CORMANDELA	%CORPOSINPAC	%E.A.T. Botica Comunitaria 	%ESAFRO	%F. Desarrollo Cuenca del Pacífico	%FORFUTURO	%FUNCULCOSTA	%FUNDAIN	%FUNDECH	%FUNDIAFRO	%FUNECO	%FUNPROESAT	%Los Palenkes Bellavista	%MACOAS	%MIO	%Poder Ciudadano	%SI SE PUEDE	%OECA	%Únete	%Vides y sus Niches	%Voto en blanco (Afros)	%Votos válidos (todas las circunscripciones)	%Votos inválidos	%Votos Nulos	%Tarjetones No Marcados
25293	Gachala	Cundinamarca	5075	1869	3206	Partido Conservador	1610			28	28		399	114	19		552	179	184	22			9	76	Voto en blanco	9				1						8	Voto en blanco	11						2							1									1	1					1		5	1630	239	147	92	36.83	63.17	86.14	0	0	1.74	1.74	0	24.78	7.08	1.18	0	34.29	11.12	11.43	1.37	0	0	0.56	4.72	0.48	0	0	0	11.11	0	0	0	0	0	88.89	0.59	0	0	0	0	0	18.18	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	0	9.09	9.09	0	0	0	0	9.09	0	45.45	87.21	12.79	7.87	4.92
25295	Gachancipá	Cundinamarca	8131	4504	3627	Partido de la U	3570			24	65		1080	254	58		334	1148	118	80			23	386	Voto en blanco	22	1			1	2			1		17	Voto en blanco	44					2	1					1								1	1								1		37	3636	868	692	176	55.39	44.61	79.26	0	0	0.67	1.82	0	30.25	7.11	1.62	0	9.36	32.16	3.31	2.24	0	0	0.64	10.81	0.49	4.55	0	0	4.55	9.09	0	0	4.55	0	77.27	0.98	0	0	0	0	4.55	2.27	0	0	0	0	2.27	0	0	0	0	0	0	0	2.27	2.27	0	0	0	0	0	0	0	2.27	0	84.09	80.73	19.27	15.36	3.91
25297	Gachetá	Cundinamarca	9187	3857	5330	Partido Conservador	3253			27	26		304	281	33		1782	389	93	50			24	244	Voto en blanco	57	7			3	1	3	2			41	Voto en blanco	44				1	1							1			1	2					1	1	1	2	2			1		30	3354	503	340	163	41.98	58.02	84.34	0	0	0.83	0.8	0	9.35	8.64	1.01	0	54.78	11.96	2.86	1.54	0	0	0.74	7.5	1.48	12.28	0	0	5.26	1.75	5.26	3.51	0	0	71.93	1.14	0	0	0	2.27	2.27	0	0	0	0	0	0	2.27	0	0	2.27	4.55	0	0	0	0	2.27	2.27	2.27	4.55	4.55	0	0	2.27	0	68.18	86.96	13.04	8.82	4.23
25299	Gama	Cundinamarca	3024	1315	1709	Partido Conservador	1147			11	7		134	74	16		721	83	20	19			9	53	Voto en blanco	4				1	1					2	Voto en blanco	7											1						2								1					3	1158	157	83	74	43.49	56.51	87.22	0	0	0.96	0.61	0	11.68	6.45	1.39	0	62.86	7.24	1.74	1.66	0	0	0.78	4.62	0.3	0	0	0	25	25	0	0	0	0	50	0.53	0	0	0	0	0	0	0	0	0	0	14.29	0	0	0	0	0	28.57	0	0	0	0	0	0	0	14.29	0	0	0	0	42.86	88.06	11.94	6.31	5.63
25307	Girardot	Cundinamarca	79072	38728	40344	Partido Liberal	32160			106	336		7225	2923	989		2957	2577	12170	543			124	2210	Voto en blanco	124	9	1	1	6	4	3	1	7	4	88	Voto en blanco	227	1	1	1	2	2	1	1		1	4	5	2	2	1	1		2	2		1	2	1	2	1	3	11	3	3	2	169	32511	6217	5417	800	48.98	51.02	83.04	0	0	0.33	1.04	0	22.47	9.09	3.08	0	9.19	8.01	37.84	1.69	0	0	0.39	6.87	0.32	7.26	0.81	0.81	4.84	3.23	2.42	0.81	5.65	3.23	70.97	0.59	0.44	0.44	0.44	0.88	0.88	0.44	0.44	0	0.44	1.76	2.2	0.88	0.88	0.44	0.44	0	0.88	0.88	0	0.44	0.88	0.44	0.88	0.44	1.32	4.85	1.32	1.32	0.88	74.45	83.95	16.05	13.99	2.07
25312	Granada	Cundinamarca	5414	2927	2487	Alianza Verde	2555			12	919		273	211	19		211	530	205	30			18	127	Voto en blanco	9				1		1				7	Voto en blanco	17								1													1			2				1		12	2581	346	282	64	54.06	45.94	87.29	0	0	0.47	35.97	0	10.68	8.26	0.74	0	8.26	20.74	8.02	1.17	0	0	0.7	4.97	0.31	0	0	0	11.11	0	11.11	0	0	0	77.78	0.58	0	0	0	0	0	0	0	5.88	0	0	0	0	0	0	0	0	0	0	0	0	5.88	0	0	11.76	0	0	0	5.88	0	70.59	88.18	11.82	9.63	2.19
25317	Guachetá	Cundinamarca	8262	3718	4544	Cambio Radical	2977			23	39		937	182	71		215	581	371	64			16	478	Voto en blanco	20	3			2				1		14	Voto en blanco	41						1		1					1								1				1					36	3038	680	519	161	45	55	80.07	0	0	0.77	1.31	0	31.47	6.11	2.38	0	7.22	19.52	12.46	2.15	0	0	0.54	16.06	0.54	15	0	0	10	0	0	0	5	0	70	1.1	0	0	0	0	0	2.44	0	2.44	0	0	0	0	2.44	0	0	0	0	0	0	0	2.44	0	0	0	2.44	0	0	0	0	87.8	81.71	18.29	13.96	4.33
25320	Guaduas	Cundinamarca	21379	9906	11473	Partido de la U	8553			32	58		418	942	225		2089	2986	1211	108			28	456	Voto en blanco	31	2							2		27	Voto en blanco	39					1	3		3				1	3						1			1	1					1		24	8623	1283	975	308	46.34	53.66	86.34	0	0	0.37	0.68	0	4.89	11.01	2.63	0	24.42	34.91	14.16	1.26	0	0	0.33	5.33	0.31	6.45	0	0	0	0	0	0	6.45	0	87.1	0.39	0	0	0	0	2.56	7.69	0	7.69	0	0	0	2.56	7.69	0	0	0	0	0	2.56	0	0	2.56	2.56	0	0	0	0	2.56	0	61.54	87.05	12.95	9.84	3.11
25322	Guasca	Cundinamarca	9529	3833	5696	Partido Conservador	3127			14	68		400	436	120		833	418	209	71			17	541	Voto en blanco	37	3			2	1			2	2	27	Voto en blanco	46						2		1			1				2	1					2				1	1	1	1	1	32	3210	623	481	142	40.22	59.78	81.58	0	0	0.45	2.17	0	12.79	13.94	3.84	0	26.64	13.37	6.68	2.27	0	0	0.54	17.3	0.97	8.11	0	0	5.41	2.7	0	0	5.41	5.41	72.97	1.2	0	0	0	0	0	4.35	0	2.17	0	0	2.17	0	0	0	4.35	2.17	0	0	0	0	4.35	0	0	0	2.17	2.17	2.17	2.17	2.17	69.57	83.75	16.25	12.55	3.7
25324	Guataquí	Cundinamarca	2073	916	1157	Cambio Radical	766			1	2		279	35	11		32	197	182	10			2	15	Voto en blanco	1										1	Empate	2	1																							1						0	769	147	100	47	44.19	55.81	83.62	0	0	0.13	0.26	0	36.42	4.57	1.44	0	4.18	25.72	23.76	1.31	0	0	0.26	1.96	0.11	0	0	0	0	0	0	0	0	0	100	0.22	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	83.95	16.05	10.92	5.13
25326	Guatavita	Cundinamarca	4721	2154	2567	Partido Conservador	1772			5	30		151	127	11		997	129	98	34			11	179	Voto en blanco	9	1			1					2	5	Voto en blanco	14													2																	12	1795	359	282	77	45.63	54.37	82.27	0	0	0.28	1.69	0	8.52	7.17	0.62	0	56.26	7.28	5.53	1.92	0	0	0.62	10.1	0.42	11.11	0	0	11.11	0	0	0	0	22.22	55.56	0.65	0	0	0	0	0	0	0	0	0	0	0	0	14.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.71	83.33	16.67	13.09	3.57
25328	Guayabal de Siquima	Cundinamarca	3472	1651	1821	Partido Conservador	1456			4	6		170	140	23		589	183	253	19			6	63	Voto en blanco	4										4	Empate	4																	1				1		1							1	1464	187	138	49	47.55	52.45	88.19	0	0	0.27	0.41	0	11.68	9.62	1.58	0	40.45	12.57	17.38	1.3	0	0	0.41	4.33	0.24	0	0	0	0	0	0	0	0	0	100	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	25	0	25	0	0	0	0	0	0	25	88.67	11.33	8.36	2.97
25335	Guayabetal	Cundinamarca	4249	2176	2073	Partido Conservador	1882			13	16		55	193	11		767	632	35	29			8	123	Voto en blanco	4				1						3	Voto en blanco	7																					2									5	1893	283	191	92	51.21	48.79	86.49	0	0	0.69	0.85	0	2.92	10.26	0.58	0	40.75	33.58	1.86	1.54	0	0	0.43	6.54	0.18	0	0	0	25	0	0	0	0	0	75	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.57	0	0	0	0	0	0	0	0	71.43	86.99	13.01	8.78	4.23
25339	Gutiérrez	Cundinamarca	2630	1582	1048	Partido Conservador	1441			17	5		237	63	8		948	100	15	5			9	34	Voto en blanco	1										1	Empate	3													1												1					1	1445	137	102	35	60.15	39.85	91.09	0	0	1.18	0.35	0	16.45	4.37	0.56	0	65.79	6.94	1.04	0.35	0	0	0.62	2.36	0.06	0	0	0	0	0	0	0	0	0	100	0.19	0	0	0	0	0	0	0	0	0	0	0	0	33.33	0	0	0	0	0	0	0	0	0	0	0	33.33	0	0	0	0	33.33	91.34	8.66	6.45	2.21
25368	Jerusalén	Cundinamarca	2671	1024	1647	Partido Liberal	880			2	6		188	73	6		157	163	245	12			12	16	Voto en blanco	3				1						2	Empate	3								1																1						1	886	138	89	49	38.34	61.66	85.94	0	0	0.23	0.68	0	21.36	8.3	0.68	0	17.84	18.52	27.84	1.36	0	0	1.36	1.82	0.29	0	0	0	33.33	0	0	0	0	0	66.67	0.29	0	0	0	0	0	0	0	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	0	0	0	0	0	33.33	86.52	13.48	8.69	4.79
25372	Junín	Cundinamarca	5508	2494	3014	Partido Conservador	2171			14	24		274	121	30		1378	162	53	31			7	77	Voto en blanco	7	1	1							1	4	Voto en blanco	20	1					1	2	1	1	1							1		1		2			1				1		7	2198	296	166	130	45.28	54.72	87.05	0	0	0.64	1.11	0	12.62	5.57	1.38	0	63.47	7.46	2.44	1.43	0	0	0.32	3.55	0.28	14.29	14.29	0	0	0	0	0	0	14.29	57.14	0.8	5	0	0	0	0	5	10	5	5	5	0	0	0	0	0	0	5	0	5	0	10	0	0	5	0	0	0	5	0	35	88.13	11.87	6.66	5.21
25377	La Calera	Cundinamarca	18819	7085	11734	Partido de la U	5663			16	187		691	600	210		1151	1304	359	293			77	775	Voto en blanco	68	10			10	1	3	4	5	1	34	Voto en blanco	55				1	1		1	2		2			3							2		1		1	2			3	1	35	5786	1299	1104	195	37.65	62.35	79.93	0	0	0.28	3.3	0	12.2	10.6	3.71	0	20.32	23.03	6.34	5.17	0	0	1.36	13.69	0.96	14.71	0	0	14.71	1.47	4.41	5.88	7.35	1.47	50	0.78	0	0	0	1.82	1.82	0	1.82	3.64	0	3.64	0	0	5.45	0	0	0	0	0	0	3.64	0	1.82	0	1.82	3.64	0	0	5.45	1.82	63.64	81.67	18.33	15.58	2.75
25386	La Mesa	Cundinamarca	22178	8801	13377	Centro Democrático	7561			45	79		1153	1989	212		415	1294	1618	179			55	522	Voto en blanco	35	1			8	2			6		18	Voto en blanco	69	2	1		5	3	2		4	2	1	1	1		1	1	1	1			3		3	1	2				2		32	7665	1136	858	278	39.68	60.32	85.91	0	0	0.6	1.04	0	15.25	26.31	2.8	0	5.49	17.11	21.4	2.37	0	0	0.73	6.9	0.4	2.86	0	0	22.86	5.71	0	0	17.14	0	51.43	0.78	2.9	1.45	0	7.25	4.35	2.9	0	5.8	2.9	1.45	1.45	1.45	0	1.45	1.45	1.45	1.45	0	0	4.35	0	4.35	1.45	2.9	0	0	0	2.9	0	46.38	87.09	12.91	9.75	3.16
25394	La Palma	Cundinamarca	8676	2762	5914	Partido de la U	2273			16	25		476	343	28		170	598	437	41			8	131	Voto en blanco	14	1			2				1	1	9	Voto en blanco	25	1		1		1			1	2		1				1			1				1				1				14	2312	450	233	217	31.83	68.17	82.3	0	0	0.7	1.1	0	20.94	15.09	1.23	0	7.48	26.31	19.23	1.8	0	0	0.35	5.76	0.51	7.14	0	0	14.29	0	0	0	7.14	7.14	64.29	0.91	4	0	4	0	4	0	0	4	8	0	4	0	0	0	4	0	0	4	0	0	0	4	0	0	0	4	0	0	0	56	83.71	16.29	8.44	7.86
25398	La Peña	Cundinamarca	5485	2381	3104	Partido Conservador	1947			16	17		506	259	24		875	99	34	43			10	64	Empate	3	1				1	1				0	Voto en blanco	14						1		1				1	1	1				2			2		1			1				3	1964	417	215	202	43.41	56.59	81.77	0	0	0.82	0.87	0	25.99	13.3	1.23	0	44.94	5.08	1.75	2.21	0	0	0.51	3.29	0.13	33.33	0	0	0	33.33	33.33	0	0	0	0	0.59	0	0	0	0	0	7.14	0	7.14	0	0	0	7.14	7.14	7.14	0	0	0	14.29	0	0	14.29	0	7.14	0	0	7.14	0	0	0	21.43	82.49	17.51	9.03	8.48
25402	La Vega	Cundinamarca	11561	5189	6372	Cambio Radical	4301			22	53		809	696	248		552	712	724	82			20	383	Voto en blanco	22	1	2	1	1	1		1	1		14	Voto en blanco	41						1	1		1	1							1								5		2	1		28	4364	825	612	213	44.88	55.12	82.89	0	0	0.51	1.23	0	18.81	16.18	5.77	0	12.83	16.55	16.83	1.91	0	0	0.47	8.9	0.42	4.55	9.09	4.55	4.55	4.55	0	4.55	4.55	0	63.64	0.79	0	0	0	0	0	2.44	2.44	0	2.44	2.44	0	0	0	0	0	0	2.44	0	0	0	0	0	0	0	12.2	0	4.88	2.44	0	68.29	84.1	15.9	11.79	4.1
25407	Lenguazaque	Cundinamarca	6564	3288	3276	Partido de la U	2854			11	25		597	100	32		777	816	135	24			17	320	Voto en blanco	12	1	1								10	Voto en blanco	33				1							1	1				1				1				1						27	2899	389	312	77	50.09	49.91	86.8	0	0	0.39	0.88	0	20.92	3.5	1.12	0	27.22	28.59	4.73	0.84	0	0	0.6	11.21	0.36	8.33	8.33	0	0	0	0	0	0	0	83.33	1	0	0	0	3.03	0	0	0	0	0	0	3.03	3.03	0	0	0	3.03	0	0	0	3.03	0	0	0	3.03	0	0	0	0	0	81.82	88.17	11.83	9.49	2.34
25426	Machetá	Cundinamarca	6170	2389	3781	Partido Conservador	2030			11	16		200	130	10		1166	171	106	48			13	159	Voto en blanco	15	2		1			1				11	Voto en blanco	21				4					1															1				1	1	13	2066	323	198	125	38.72	61.28	84.97	0	0	0.54	0.79	0	9.85	6.4	0.49	0	57.44	8.42	5.22	2.36	0	0	0.64	7.83	0.63	13.33	0	6.67	0	0	6.67	0	0	0	73.33	0.88	0	0	0	19.05	0	0	0	0	4.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0	0	0	4.76	4.76	61.9	86.48	13.52	8.29	5.23
25430	Madrid	Cundinamarca	48973	22916	26057	Cambio Radical	17278			68	493		4054	2543	675		1475	2746	2131	462			198	2433	Voto en blanco	149	8	2	2	22	4	4	1	9	2	95	Voto en blanco	334	2	3	1	3	11	5	9	6	3	3	5	1	6	2	2		2		3	3	2	2	7	3	6	1	2	4	2	235	17761	5155	4405	750	46.79	53.21	75.4	0	0	0.39	2.85	0	23.46	14.72	3.91	0	8.54	15.89	12.33	2.67	0	0	1.15	14.08	0.65	5.37	1.34	1.34	14.77	2.68	2.68	0.67	6.04	1.34	63.76	1.46	0.6	0.9	0.3	0.9	3.29	1.5	2.69	1.8	0.9	0.9	1.5	0.3	1.8	0.6	0.6	0	0.6	0	0.9	0.9	0.6	0.6	2.1	0.9	1.8	0.3	0.6	1.2	0.6	70.36	77.5	22.5	19.22	3.27
25436	Manta	Cundinamarca	4006	2048	1958	Partido Conservador	1835			3	14		77	76	14		870	518	163	35			13	52	Voto en blanco	9				1						8	Voto en blanco	14				1		1		2				1																		9	1858	190	92	98	51.12	48.88	89.6	0	0	0.16	0.76	0	4.2	4.14	0.76	0	47.41	28.23	8.88	1.91	0	0	0.71	2.83	0.44	0	0	0	11.11	0	0	0	0	0	88.89	0.68	0	0	0	7.14	0	7.14	0	14.29	0	0	0	7.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.29	90.72	9.28	4.49	4.79
25438	Medina	Cundinamarca	6729	3073	3656	Partido Conservador	2741			16	9		433	378	14		1082	489	167	42			14	97	Voto en blanco	11	1			2	1	2				5	Voto en blanco	5		1		1																										3	2757	316	194	122	45.67	54.33	89.2	0	0	0.58	0.33	0	15.8	13.79	0.51	0	39.47	17.84	6.09	1.53	0	0	0.51	3.54	0.36	9.09	0	0	18.18	9.09	18.18	0	0	0	45.45	0.16	0	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	89.72	10.28	6.31	3.97
25473	Mosquera	Cundinamarca	50624	23925	26699	Cambio Radical	19195			137	415		9650	2348	752		784	1122	1422	448			173	1944	Voto en blanco	142	18	1	2	19	5	6	3	20	3	65	Voto en blanco	212	1			3		1	6	3	2	3	2	1	6	1			1		2	5	3	1	3	4	3	4	5	2	2	148	19549	4376	3814	562	47.26	52.74	80.23	0	0	0.71	2.16	0	50.27	12.23	3.92	0	4.08	5.85	7.41	2.33	0	0	0.9	10.13	0.59	12.68	0.7	1.41	13.38	3.52	4.23	2.11	14.08	2.11	45.77	0.89	0.47	0	0	1.42	0	0.47	2.83	1.42	0.94	1.42	0.94	0.47	2.83	0.47	0	0	0.47	0	0.94	2.36	1.42	0.47	1.42	1.89	1.42	1.89	2.36	0.94	0.94	69.81	81.71	18.29	15.94	2.35
25483	Nariño	Cundinamarca	2450	1166	1284	Partido Liberal	1020			2	6		97	28	3		165	287	394	9			3	26	Voto en blanco	0										0	E.A.T. Botica Comunitaria 	1												1																		0	1021	145	108	37	47.59	52.41	87.48	0	0	0.2	0.59	0	9.51	2.75	0.29	0	16.18	28.14	38.63	0.88	0	0	0.29	2.55	0											0.09	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.56	12.44	9.26	3.17
25486	Nemocón	Cundinamarca	8244	3827	4417	Partido de la U	3076			25	45		483	208	36		596	1033	253	90			10	297	Voto en blanco	24	1			5				1	1	16	Voto en blanco	48				3		2	1	3			1	1		1			1				1			1	1	1	1	1		29	3148	679	547	132	46.42	53.58	80.38	0	0	0.81	1.46	0	15.7	6.76	1.17	0	19.38	33.58	8.22	2.93	0	0	0.33	9.66	0.63	4.17	0	0	20.83	0	0	0	4.17	4.17	66.67	1.25	0	0	0	6.25	0	4.17	2.08	6.25	0	0	2.08	2.08	0	2.08	0	0	2.08	0	0	0	2.08	0	0	2.08	2.08	2.08	2.08	2.08	0	60.42	82.26	17.74	14.29	3.45
25488	Nilo	Cundinamarca	6091	2738	3353	Cambio Radical	2490			2	24		860	173	35		258	632	382	20			15	89	MAIS	1				1						0	Voto en blanco	11								1												1					1					8	2502	236	183	53	44.95	55.05	90.94	0	0	0.08	0.96	0	34.54	6.95	1.41	0	10.36	25.38	15.34	0.8	0	0	0.6	3.57	0.04	0	0	0	100	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	0	0	0	0	9.09	0	0	0	0	9.09	0	0	0	0	72.73	91.38	8.62	6.68	1.94
25489	Nimaima	Cundinamarca	3104	1675	1429	Partido Conservador	1478			4	9		191	266	32		484	377	54	13			4	44	Voto en blanco	0										0	Empate	4											1						1								1					1	1482	193	102	91	53.96	46.04	88.24	0	0	0.27	0.61	0	12.92	18	2.17	0	32.75	25.51	3.65	0.88	0	0	0.27	2.98	0											0.24	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	25	0	0	0	0	25	88.48	11.52	6.09	5.43
25491	Nocaima	Cundinamarca	5131	2369	2762	Partido Conservador	2040			10	20		292	393	43		688	290	78	44			9	173	Voto en blanco	8	1			2						5	Voto en blanco	18								3						1			1											1		12	2066	303	207	96	46.17	53.83	86.11	0	0	0.49	0.98	0	14.31	19.26	2.11	0	33.73	14.22	3.82	2.16	0	0	0.44	8.48	0.34	12.5	0	0	25	0	0	0	0	0	62.5	0.76	0	0	0	0	0	0	0	16.67	0	0	0	0	0	5.56	0	0	5.56	0	0	0	0	0	0	0	0	0	0	5.56	0	66.67	87.21	12.79	8.74	4.05
25506	Venecia	Cundinamarca	3458	1292	2166	Partido Conservador	1151			6	11		239	140	13		334	86	177	51			14	80	Voto en blanco	5										5	Voto en blanco	6																		1						2						3	1162	130	85	45	37.36	62.64	89.09	0	0	0.52	0.96	0	20.76	12.16	1.13	0	29.02	7.47	15.38	4.43	0	0	1.22	6.95	0.39	0	0	0	0	0	0	0	0	0	100	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67	0	0	0	0	0	33.33	0	0	0	0	0	50	89.94	10.06	6.58	3.48
25513	Pacho	Cundinamarca	19721	8386	11335	Partido Conservador	6955			26	72		1208	718	213		2848	690	510	76			27	567	Voto en blanco	34		1	1	1	3	4	1	2		21	Voto en blanco	63		1	1	1	1	1	1	4		1	1	1	1	2		2				14					1	2		2		26	7052	1334	898	436	42.52	57.48	82.94	0	0	0.37	1.04	0	17.37	10.32	3.06	0	40.95	9.92	7.33	1.09	0	0	0.39	8.15	0.41	0	2.94	2.94	2.94	8.82	11.76	2.94	5.88	0	61.76	0.75	0	1.59	1.59	1.59	1.59	1.59	1.59	6.35	0	1.59	1.59	1.59	1.59	3.17	0	3.17	0	0	0	22.22	0	0	0	0	1.59	3.17	0	3.17	0	41.27	84.09	15.91	10.71	5.2
25518	Paime	Cundinamarca	4447	1883	2564	Partido de la U	1726			5	3		182	44	34		285	1080	43	9			10	31	Voto en blanco	1										1	Empate	3					1								1																	1	1730	153	117	36	42.34	57.66	91.66	0	0	0.29	0.17	0	10.54	2.55	1.97	0	16.51	62.57	2.49	0.52	0	0	0.58	1.8	0.05	0	0	0	0	0	0	0	0	0	100	0.16	0	0	0	0	33.33	0	0	0	0	0	0	0	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	91.87	8.13	6.21	1.91
25524	Pandi	Cundinamarca	3901	1858	2043	Partido Conservador	1680			8	61		216	80	10		638	238	285	63			12	69	Voto en blanco	4	1			1						2	Empate	5													1		1									1	1					1	1689	169	117	52	47.63	52.37	90.42	0	0	0.48	3.63	0	12.86	4.76	0.6	0	37.98	14.17	16.96	3.75	0	0	0.71	4.11	0.22	25	0	0	25	0	0	0	0	0	50	0.27	0	0	0	0	0	0	0	0	0	0	0	0	20	0	20	0	0	0	0	0	0	0	0	20	20	0	0	0	0	20	90.9	9.1	6.3	2.8
25530	Paratebueno	Cundinamarca	6741	3278	3463	Partido de la U	2766			9	14		459	307	19		366	1041	320	40			21	170	Voto en blanco	8	2									6	Voto en blanco	15		1			1					1				1						1				1		1				8	2789	489	330	159	48.63	51.37	84.38	0	0	0.33	0.51	0	16.59	11.1	0.69	0	13.23	37.64	11.57	1.45	0	0	0.76	6.15	0.24	25	0	0	0	0	0	0	0	0	75	0.46	0	6.67	0	0	6.67	0	0	0	0	6.67	0	0	0	6.67	0	0	0	0	0	6.67	0	0	0	6.67	0	6.67	0	0	0	53.33	85.08	14.92	10.07	4.85
25535	Pasca	Cundinamarca	7035	2817	4218	Partido Conservador	2577			9	149		470	112	50		658	419	409	97			65	139	Voto en blanco	11	2		1	1			1	1		5	Voto en blanco	10				1			1	1						1																6	2598	219	164	55	40.04	59.96	91.48	0	0	0.35	5.78	0	18.24	4.35	1.94	0	25.53	16.26	15.87	3.76	0	0	2.52	5.39	0.39	18.18	0	9.09	9.09	0	0	9.09	9.09	0	45.45	0.35	0	0	0	10	0	0	10	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	92.23	7.77	5.82	1.95
25572	Puerto Salgar	Cundinamarca	13019	4797	8222	Partido Liberal	3807			10	48		427	579	224		256	687	1138	126			22	290	Voto en blanco	15	1		1		2	1	1		1	8	Voto en blanco	41			1	1	1		1	2		1	1	1	1		1		2	1		2		1		1	1	1				21	3863	934	678	256	36.85	63.15	79.36	0	0	0.26	1.26	0	11.22	15.21	5.88	0	6.72	18.05	29.89	3.31	0	0	0.58	7.62	0.31	6.67	0	6.67	0	13.33	6.67	6.67	0	6.67	53.33	0.85	0	0	2.44	2.44	2.44	0	2.44	4.88	0	2.44	2.44	2.44	2.44	0	2.44	0	4.88	2.44	0	4.88	0	2.44	0	2.44	2.44	2.44	0	0	0	51.22	80.53	19.47	14.13	5.34
25580	Pulí	Cundinamarca	2737	1028	1709	Cambio Radical	859			2	4		390	72	12		88	223	29	14			6	19	Voto en blanco	1										1	Empate	3						1																					1			1	863	165	113	52	37.56	62.44	83.56	0	0	0.23	0.47	0	45.4	8.38	1.4	0	10.24	25.96	3.38	1.63	0	0	0.7	2.21	0.1	0	0	0	0	0	0	0	0	0	100	0.29	0	0	0	0	0	33.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	0	0	33.33	83.95	16.05	10.99	5.06
25592	Quebradanegra	Cundinamarca	3898	2153	1745	Partido Conservador	1927			11	7		92	174	11		910	65	583	19			6	49	Voto en blanco	1										1	Únete	8							1			1	1			1						1								2		1	1936	217	163	54	55.23	44.77	89.5	0	0	0.57	0.36	0	4.77	9.03	0.57	0	47.22	3.37	30.25	0.99	0	0	0.31	2.54	0.05	0	0	0	0	0	0	0	0	0	100	0.37	0	0	0	0	0	0	12.5	0	0	12.5	12.5	0	0	12.5	0	0	0	0	0	12.5	0	0	0	0	0	0	0	25	0	12.5	89.92	10.08	7.57	2.51
